文件,函数名,函数签名,起始行,总行数,已执行行数,行覆盖率(%)
lighttpd1-gcov/src/mod_webdav.c,webdav_xml_propstat_protected,"webdav_xml_propstat_protected (buffer * const b, const char * const propname,</pre></td>
    </tr>

    <tr>
    <td align=""right"" class=""lineno""><pre>871</pre></td>
    <td align=""right"" class=""linebranch""></td>
    <td align=""right"" class=""linecount ""><pre></pre></td>
    <td align=""left"" class=""src ""><pre>                               const uint32_t len, const int status)",858,51,0,0.00
lighttpd1-gcov/src/mod_webdav.c,webdav_xml_propstat_status,"webdav_xml_propstat_status (buffer * const b, const char * const ns,</pre></td>
    </tr>

    <tr>
    <td align=""right"" class=""lineno""><pre>890</pre></td>
    <td align=""right"" class=""linebranch""></td>
    <td align=""right"" class=""linecount ""><pre></pre></td>
    <td align=""left"" class=""src ""><pre>                            const char * const name, const int status)",872,51,0,0.00
lighttpd1-gcov/src/mod_webdav.c,webdav_xml_propstat,"webdav_xml_propstat (buffer * const b, buffer * const value, const int status)",891,51,0,0.00
lighttpd1-gcov/src/mod_webdav.c,webdav_xml_response_status,"webdav_xml_response_status (request_st * const r,</pre></td>
    </tr>

    <tr>
    <td align=""right"" class=""lineno""><pre>926</pre></td>
    <td align=""right"" class=""linebranch""></td>
    <td align=""right"" class=""linecount ""><pre></pre></td>
    <td align=""left"" class=""src ""><pre>                            const buffer * const href,</pre></td>
    </tr>

    <tr>
    <td align=""right"" class=""lineno""><pre>927</pre></td>
    <td align=""right"" class=""linebranch""></td>
    <td align=""right"" class=""linecount ""><pre></pre></td>
    <td align=""left"" class=""src ""><pre>                            const int status)",911,51,0,0.00
lighttpd1-gcov/src/mod_webdav.c,webdav_xml_activelock,"webdav_xml_activelock (buffer * const b,</pre></td>
    </tr>

    <tr>
    <td align=""right"" class=""lineno""><pre>945</pre></td>
    <td align=""right"" class=""linebranch""></td>
    <td align=""right"" class=""linecount ""><pre></pre></td>
    <td align=""left"" class=""src ""><pre>                       const webdav_lockdata * const lockdata,</pre></td>
    </tr>

    <tr>
    <td align=""right"" class=""lineno""><pre>946</pre></td>
    <td align=""right"" class=""linebranch""></td>
    <td align=""right"" class=""linecount ""><pre></pre></td>
    <td align=""left"" class=""src ""><pre>                       const char * const tbuf, uint32_t tbuf_len)",928,51,0,0.00
lighttpd1-gcov/src/mod_webdav.c,webdav_xml_doc_multistatus,"webdav_xml_doc_multistatus (request_st * const r,</pre></td>
    </tr>

    <tr>
    <td align=""right"" class=""lineno""><pre>1011</pre></td>
    <td align=""right"" class=""linebranch""></td>
    <td align=""right"" class=""linecount ""><pre></pre></td>
    <td align=""left"" class=""src ""><pre>                            const plugin_config * const pconf)",947,51,0,0.00
lighttpd1-gcov/src/mod_webdav.c,webdav_xml_doc_multistatus_response,"webdav_xml_doc_multistatus_response (request_st * const r,</pre></td>
    </tr>

    <tr>
    <td align=""right"" class=""lineno""><pre>1033</pre></td>
    <td align=""right"" class=""linebranch""></td>
    <td align=""right"" class=""linecount ""><pre></pre></td>
    <td align=""left"" class=""src ""><pre>                                     const plugin_config * const pconf,</pre></td>
    </tr>

    <tr>
    <td align=""right"" class=""lineno""><pre>1034</pre></td>
    <td align=""right"" class=""linebranch""></td>
    <td align=""right"" class=""linecount ""><pre></pre></td>
    <td align=""left"" class=""src ""><pre>                                     buffer * const ms)",1012,51,0,0.00
lighttpd1-gcov/src/mod_webdav.c,webdav_xml_doc_lock_acquired,"webdav_xml_doc_lock_acquired (request_st * const r,</pre></td>
    </tr>

    <tr>
    <td align=""right"" class=""lineno""><pre>1060</pre></td>
    <td align=""right"" class=""linebranch""></td>
    <td align=""right"" class=""linecount ""><pre></pre></td>
    <td align=""left"" class=""src ""><pre>                              const plugin_config * const pconf,</pre></td>
    </tr>

    <tr>
    <td align=""right"" class=""lineno""><pre>1061</pre></td>
    <td align=""right"" class=""linebranch""></td>
    <td align=""right"" class=""linecount ""><pre></pre></td>
    <td align=""left"" class=""src ""><pre>                              const webdav_lockdata * const lockdata)",1035,51,0,0.00
lighttpd1-gcov/src/mod_webdav.c,webdav_xml_doc_error_propfind_finite_depth,webdav_xml_doc_error_propfind_finite_depth (request_st * const r),1062,51,0,0.00
lighttpd1-gcov/src/mod_webdav.c,webdav_xml_doc_error_lock_token_matches_request_uri,webdav_xml_doc_error_lock_token_matches_request_uri (request_st * const r),1113,51,0,0.00
lighttpd1-gcov/src/mod_webdav.c,webdav_xml_doc_423_locked,"webdav_xml_doc_423_locked (request_st * const r, buffer * const hrefs,</pre></td>
    </tr>

    <tr>
    <td align=""right"" class=""lineno""><pre>1148</pre></td>
    <td align=""right"" class=""linebranch""></td>
    <td align=""right"" class=""linecount ""><pre></pre></td>
    <td align=""left"" class=""src ""><pre>                           const char * const errtag, const uint32_t errtaglen)",1130,51,0,0.00
lighttpd1-gcov/src/mod_webdav.c,webdav_xml_doc_error_lock_token_submitted,"webdav_xml_doc_error_lock_token_submitted (request_st * const r,</pre></td>
    </tr>

    <tr>
    <td align=""right"" class=""lineno""><pre>1180</pre></td>
    <td align=""right"" class=""linebranch""></td>
    <td align=""right"" class=""linecount ""><pre></pre></td>
    <td align=""left"" class=""src ""><pre>                                           buffer * const hrefs)",1149,51,0,0.00
lighttpd1-gcov/src/mod_webdav.c,webdav_xml_doc_error_no_conflicting_lock,"webdav_xml_doc_error_no_conflicting_lock (request_st * const r,</pre></td>
    </tr>

    <tr>
    <td align=""right"" class=""lineno""><pre>1192</pre></td>
    <td align=""right"" class=""linebranch""></td>
    <td align=""right"" class=""linecount ""><pre></pre></td>
    <td align=""left"" class=""src ""><pre>                                          buffer * const hrefs)",1181,51,0,0.00
lighttpd1-gcov/src/mod_webdav.c,mod_webdav_sqlite3_init,"mod_webdav_sqlite3_init (const char * const restrict dbname,</pre></td>
    </tr>

    <tr>
    <td align=""right"" class=""lineno""><pre>1302</pre></td>
    <td align=""right"" class=""linebranch""></td>
    <td align=""right"" class=""linecount ""><pre></pre></td>
    <td align=""left"" class=""src ""><pre>                         log_error_st * const errh)",1193,51,0,0.00
lighttpd1-gcov/src/mod_webdav.c,mod_webdav_sqlite3_prep,"mod_webdav_sqlite3_prep (sql_config * const restrict sql,</pre></td>
    </tr>

    <tr>
    <td align=""right"" class=""lineno""><pre>1372</pre></td>
    <td align=""right"" class=""linebranch""></td>
    <td align=""right"" class=""linecount ""><pre></pre></td>
    <td align=""left"" class=""src ""><pre>                         const char * const sqlite_db_name,</pre></td>
    </tr>

    <tr>
    <td align=""right"" class=""lineno""><pre>1373</pre></td>
    <td align=""right"" class=""linebranch""></td>
    <td align=""right"" class=""linecount ""><pre></pre></td>
    <td align=""left"" class=""src ""><pre>                         log_error_st * const errh)",1303,51,0,0.00
lighttpd1-gcov/src/mod_webdav.c,SERVER_FUNC,SERVER_FUNC(mod_webdav_worker_init),1374,51,0,0.00
lighttpd1-gcov/src/mod_webdav.c,webdav_db_transaction,"webdav_db_transaction (const plugin_config * const pconf,</pre></td>
    </tr>

    <tr>
    <td align=""right"" class=""lineno""><pre>1487</pre></td>
    <td align=""right"" class=""linebranch""></td>
    <td align=""right"" class=""linecount ""><pre></pre></td>
    <td align=""left"" class=""src ""><pre>                       const char * const action)",1444,51,0,0.00
lighttpd1-gcov/src/mod_webdav.c,webdav_lock_match,"webdav_lock_match (const plugin_config * const pconf,</pre></td>
    </tr>

    <tr>
    <td align=""right"" class=""lineno""><pre>1530</pre></td>
    <td align=""right"" class=""linebranch""></td>
    <td align=""right"" class=""linecount ""><pre></pre></td>
    <td align=""left"" class=""src ""><pre>                   const webdav_lockdata * const lockdata)",1488,51,0,0.00
lighttpd1-gcov/src/mod_webdav.c,webdav_lock_activelocks_lockdata,"webdav_lock_activelocks_lockdata (sqlite3_stmt * const stmt,</pre></td>
    </tr>

    <tr>
    <td align=""right"" class=""lineno""><pre>1579</pre></td>
    <td align=""right"" class=""linebranch""></td>
    <td align=""right"" class=""linecount ""><pre></pre></td>
    <td align=""left"" class=""src ""><pre>                                  webdav_lockdata_wr * const lockdata)",1531,51,0,0.00
lighttpd1-gcov/src/mod_webdav.c,webdav_lock_activelocks,"webdav_lock_activelocks (const plugin_config * const pconf,</pre></td>
    </tr>

    <tr>
    <td align=""right"" class=""lineno""><pre>1610</pre></td>
    <td align=""right"" class=""linebranch""></td>
    <td align=""right"" class=""linecount ""><pre></pre></td>
    <td align=""left"" class=""src ""><pre>                         const buffer * const uri,</pre></td>
    </tr>

    <tr>
    <td align=""right"" class=""lineno""><pre>1611</pre></td>
    <td align=""right"" class=""linebranch""></td>
    <td align=""right"" class=""linecount ""><pre></pre></td>
    <td align=""left"" class=""src ""><pre>                         const int expand_checks,</pre></td>
    </tr>

    <tr>
    <td align=""right"" class=""lineno""><pre>1612</pre></td>
    <td align=""right"" class=""linebranch""></td>
    <td align=""right"" class=""linecount ""><pre></pre></td>
    <td align=""left"" class=""src ""><pre>                         webdav_lock_activelocks_cb * const lock_cb,</pre></td>
    </tr>

    <tr>
    <td align=""right"" class=""lineno""><pre>1613</pre></td>
    <td align=""right"" class=""linebranch""></td>
    <td align=""right"" class=""linecount ""><pre></pre></td>
    <td align=""left"" class=""src ""><pre>                         void * const vdata)",1580,51,0,0.00
lighttpd1-gcov/src/mod_webdav.c,webdav_lock_delete_uri,"webdav_lock_delete_uri (const plugin_config * const pconf,</pre></td>
    </tr>

    <tr>
    <td align=""right"" class=""lineno""><pre>1693</pre></td>
    <td align=""right"" class=""linebranch""></td>
    <td align=""right"" class=""linecount ""><pre></pre></td>
    <td align=""left"" class=""src ""><pre>                        const buffer * const uri)",1614,51,0,0.00
lighttpd1-gcov/src/mod_webdav.c,webdav_lock_delete_uri_col,"webdav_lock_delete_uri_col (const plugin_config * const pconf,</pre></td>
    </tr>

    <tr>
    <td align=""right"" class=""lineno""><pre>1729</pre></td>
    <td align=""right"" class=""linebranch""></td>
    <td align=""right"" class=""linecount ""><pre></pre></td>
    <td align=""left"" class=""src ""><pre>                            const buffer * const uri)",1694,51,0,0.00
lighttpd1-gcov/src/mod_webdav.c,webdav_lock_acquire,"webdav_lock_acquire (const plugin_config * const pconf,</pre></td>
    </tr>

    <tr>
    <td align=""right"" class=""lineno""><pre>1771</pre></td>
    <td align=""right"" class=""linebranch""></td>
    <td align=""right"" class=""linecount ""><pre></pre></td>
    <td align=""left"" class=""src ""><pre>                     const webdav_lockdata * const lockdata)",1730,51,0,0.00
lighttpd1-gcov/src/mod_webdav.c,webdav_lock_refresh,"webdav_lock_refresh (const plugin_config * const pconf,</pre></td>
    </tr>

    <tr>
    <td align=""right"" class=""lineno""><pre>1831</pre></td>
    <td align=""right"" class=""linebranch""></td>
    <td align=""right"" class=""linecount ""><pre></pre></td>
    <td align=""left"" class=""src ""><pre>                     webdav_lockdata * const lockdata)",1772,51,0,0.00
lighttpd1-gcov/src/mod_webdav.c,webdav_lock_release,"webdav_lock_release (const plugin_config * const pconf,</pre></td>
    </tr>

    <tr>
    <td align=""right"" class=""lineno""><pre>1865</pre></td>
    <td align=""right"" class=""linebranch""></td>
    <td align=""right"" class=""linecount ""><pre></pre></td>
    <td align=""left"" class=""src ""><pre>                     const webdav_lockdata * const lockdata)",1832,51,0,0.00
lighttpd1-gcov/src/mod_webdav.c,webdav_prop_move_uri,"webdav_prop_move_uri (const plugin_config * const pconf,</pre></td>
    </tr>

    <tr>
    <td align=""right"" class=""lineno""><pre>1896</pre></td>
    <td align=""right"" class=""linebranch""></td>
    <td align=""right"" class=""linecount ""><pre></pre></td>
    <td align=""left"" class=""src ""><pre>                      const buffer * const src,</pre></td>
    </tr>

    <tr>
    <td align=""right"" class=""lineno""><pre>1897</pre></td>
    <td align=""right"" class=""linebranch""></td>
    <td align=""right"" class=""linecount ""><pre></pre></td>
    <td align=""left"" class=""src ""><pre>                      const buffer * const dst)",1866,51,0,0.00
lighttpd1-gcov/src/mod_webdav.c,webdav_prop_move_uri_col,"webdav_prop_move_uri_col (const plugin_config * const pconf,</pre></td>
    </tr>

    <tr>
    <td align=""right"" class=""lineno""><pre>1931</pre></td>
    <td align=""right"" class=""linebranch""></td>
    <td align=""right"" class=""linecount ""><pre></pre></td>
    <td align=""left"" class=""src ""><pre>                          const buffer * const src,</pre></td>
    </tr>

    <tr>
    <td align=""right"" class=""lineno""><pre>1932</pre></td>
    <td align=""right"" class=""linebranch""></td>
    <td align=""right"" class=""linecount ""><pre></pre></td>
    <td align=""left"" class=""src ""><pre>                          const buffer * const dst)",1898,51,0,0.00
lighttpd1-gcov/src/mod_webdav.c,webdav_prop_delete_uri,"webdav_prop_delete_uri (const plugin_config * const pconf,</pre></td>
    </tr>

    <tr>
    <td align=""right"" class=""lineno""><pre>1972</pre></td>
    <td align=""right"" class=""linebranch""></td>
    <td align=""right"" class=""linecount ""><pre></pre></td>
    <td align=""left"" class=""src ""><pre>                        const buffer * const uri)",1933,51,0,0.00
lighttpd1-gcov/src/mod_webdav.c,webdav_prop_copy_uri,"webdav_prop_copy_uri (const plugin_config * const pconf,</pre></td>
    </tr>

    <tr>
    <td align=""right"" class=""lineno""><pre>2004</pre></td>
    <td align=""right"" class=""linebranch""></td>
    <td align=""right"" class=""linecount ""><pre></pre></td>
    <td align=""left"" class=""src ""><pre>                      const buffer * const src,</pre></td>
    </tr>

    <tr>
    <td align=""right"" class=""lineno""><pre>2005</pre></td>
    <td align=""right"" class=""linebranch""></td>
    <td align=""right"" class=""linecount ""><pre></pre></td>
    <td align=""left"" class=""src ""><pre>                      const buffer * const dst)",1973,51,0,0.00
lighttpd1-gcov/src/mod_webdav.c,webdav_prop_delete,"webdav_prop_delete (const plugin_config * const pconf,</pre></td>
    </tr>

    <tr>
    <td align=""right"" class=""lineno""><pre>2040</pre></td>
    <td align=""right"" class=""linebranch""></td>
    <td align=""right"" class=""linecount ""><pre></pre></td>
    <td align=""left"" class=""src ""><pre>                    const buffer * const uri,</pre></td>
    </tr>

    <tr>
    <td align=""right"" class=""lineno""><pre>2041</pre></td>
    <td align=""right"" class=""linebranch""></td>
    <td align=""right"" class=""linecount ""><pre></pre></td>
    <td align=""left"" class=""src ""><pre>                    const char * const prop_name,</pre></td>
    </tr>

    <tr>
    <td align=""right"" class=""lineno""><pre>2042</pre></td>
    <td align=""right"" class=""linebranch""></td>
    <td align=""right"" class=""linecount ""><pre></pre></td>
    <td align=""left"" class=""src ""><pre>                    const char * const prop_ns)",2006,51,0,0.00
lighttpd1-gcov/src/mod_webdav.c,webdav_prop_update,"webdav_prop_update (const plugin_config * const pconf,</pre></td>
    </tr>

    <tr>
    <td align=""right"" class=""lineno""><pre>2072</pre></td>
    <td align=""right"" class=""linebranch""></td>
    <td align=""right"" class=""linecount ""><pre></pre></td>
    <td align=""left"" class=""src ""><pre>                    const buffer * const uri,</pre></td>
    </tr>

    <tr>
    <td align=""right"" class=""lineno""><pre>2073</pre></td>
    <td align=""right"" class=""linebranch""></td>
    <td align=""right"" class=""linecount ""><pre></pre></td>
    <td align=""left"" class=""src ""><pre>                    const char * const prop_name,</pre></td>
    </tr>

    <tr>
    <td align=""right"" class=""lineno""><pre>2074</pre></td>
    <td align=""right"" class=""linebranch""></td>
    <td align=""right"" class=""linecount ""><pre></pre></td>
    <td align=""left"" class=""src ""><pre>                    const char * const prop_ns,</pre></td>
    </tr>

    <tr>
    <td align=""right"" class=""lineno""><pre>2075</pre></td>
    <td align=""right"" class=""linebranch""></td>
    <td align=""right"" class=""linecount ""><pre></pre></td>
    <td align=""left"" class=""src ""><pre>                    const char * const prop_value)",2043,51,0,0.00
lighttpd1-gcov/src/mod_webdav.c,webdav_prop_select_prop,"webdav_prop_select_prop (const plugin_config * const pconf,</pre></td>
    </tr>

    <tr>
    <td align=""right"" class=""lineno""><pre>2105</pre></td>
    <td align=""right"" class=""linebranch""></td>
    <td align=""right"" class=""linecount ""><pre></pre></td>
    <td align=""left"" class=""src ""><pre>                         const buffer * const uri,</pre></td>
    </tr>

    <tr>
    <td align=""right"" class=""lineno""><pre>2106</pre></td>
    <td align=""right"" class=""linebranch""></td>
    <td align=""right"" class=""linecount ""><pre></pre></td>
    <td align=""left"" class=""src ""><pre>                         const webdav_property_name * const prop,</pre></td>
    </tr>

    <tr>
    <td align=""right"" class=""lineno""><pre>2107</pre></td>
    <td align=""right"" class=""linebranch""></td>
    <td align=""right"" class=""linecount ""><pre></pre></td>
    <td align=""left"" class=""src ""><pre>                         buffer * const b)",2076,51,0,0.00
lighttpd1-gcov/src/mod_webdav.c,webdav_prop_select_props,"webdav_prop_select_props (const plugin_config * const pconf,</pre></td>
    </tr>

    <tr>
    <td align=""right"" class=""lineno""><pre>2139</pre></td>
    <td align=""right"" class=""linebranch""></td>
    <td align=""right"" class=""linecount ""><pre></pre></td>
    <td align=""left"" class=""src ""><pre>                          const buffer * const uri,</pre></td>
    </tr>

    <tr>
    <td align=""right"" class=""lineno""><pre>2140</pre></td>
    <td align=""right"" class=""linebranch""></td>
    <td align=""right"" class=""linecount ""><pre></pre></td>
    <td align=""left"" class=""src ""><pre>                          buffer * const b)",2108,51,0,0.00
lighttpd1-gcov/src/mod_webdav.c,webdav_prop_select_propnames,"webdav_prop_select_propnames (const plugin_config * const pconf,</pre></td>
    </tr>

    <tr>
    <td align=""right"" class=""lineno""><pre>2172</pre></td>
    <td align=""right"" class=""linebranch""></td>
    <td align=""right"" class=""linecount ""><pre></pre></td>
    <td align=""left"" class=""src ""><pre>                              const buffer * const uri,</pre></td>
    </tr>

    <tr>
    <td align=""right"" class=""lineno""><pre>2173</pre></td>
    <td align=""right"" class=""linebranch""></td>
    <td align=""right"" class=""linecount ""><pre></pre></td>
    <td align=""left"" class=""src ""><pre>                              buffer * const b)",2141,51,0,0.00
lighttpd1-gcov/src/mod_webdav.c,webdav_fcopyfile_sz,"webdav_fcopyfile_sz (int ifd, int ofd, off_t isz)",2174,51,0,0.00
lighttpd1-gcov/src/mod_webdav.c,webdav_405_no_db,webdav_405_no_db (request_st * const r),2233,51,0,0.00
lighttpd1-gcov/src/mod_webdav.c,webdav_reqbody_type_xml,webdav_reqbody_type_xml (request_st * const r),2321,51,0,0.00
lighttpd1-gcov/src/mod_webdav.c,webdav_if_match_or_unmodified_since,"webdav_if_match_or_unmodified_since (request_st * const r, struct stat *st)",2335,51,0,0.00
lighttpd1-gcov/src/mod_webdav.c,webdav_response_etag,"webdav_response_etag (request_st * const r, struct stat *st)",2351,51,0,0.00
lighttpd1-gcov/src/mod_webdav.c,webdav_parent_modified,webdav_parent_modified (const buffer *path),2403,51,0,0.00
lighttpd1-gcov/src/mod_webdav.c,webdav_parse_Depth,webdav_parse_Depth (const request_st * const r),2416,51,0,0.00
lighttpd1-gcov/src/mod_webdav.c,webdav_unlinkat,"webdav_unlinkat (const plugin_config * const pconf,</pre></td>
    </tr>

    <tr>
    <td align=""right"" class=""lineno""><pre>2457</pre></td>
    <td align=""right"" class=""linebranch""></td>
    <td align=""right"" class=""linecount ""><pre></pre></td>
    <td align=""left"" class=""src ""><pre>                 const physical_st * const dst,</pre></td>
    </tr>

    <tr>
    <td align=""right"" class=""lineno""><pre>2458</pre></td>
    <td align=""right"" class=""linebranch""></td>
    <td align=""right"" class=""linecount ""><pre></pre></td>
    <td align=""left"" class=""src ""><pre>                 const int dfd, const char * const d_name)",2431,51,0,0.00
lighttpd1-gcov/src/mod_webdav.c,webdav_delete_file,"webdav_delete_file (const plugin_config * const pconf,</pre></td>
    </tr>

    <tr>
    <td align=""right"" class=""lineno""><pre>2476</pre></td>
    <td align=""right"" class=""linebranch""></td>
    <td align=""right"" class=""linecount ""><pre></pre></td>
    <td align=""left"" class=""src ""><pre>                    const physical_st * const dst)",2459,51,0,0.00
lighttpd1-gcov/src/mod_webdav.c,webdav_delete_dir,"webdav_delete_dir (const plugin_config * const pconf,</pre></td>
    </tr>

    <tr>
    <td align=""right"" class=""lineno""><pre>2493</pre></td>
    <td align=""right"" class=""linebranch""></td>
    <td align=""right"" class=""linecount ""><pre></pre></td>
    <td align=""left"" class=""src ""><pre>                   physical_st * const dst,</pre></td>
    </tr>

    <tr>
    <td align=""right"" class=""lineno""><pre>2494</pre></td>
    <td align=""right"" class=""linebranch""></td>
    <td align=""right"" class=""linecount ""><pre></pre></td>
    <td align=""left"" class=""src ""><pre>                   request_st * const r,</pre></td>
    </tr>

    <tr>
    <td align=""right"" class=""lineno""><pre>2495</pre></td>
    <td align=""right"" class=""linebranch""></td>
    <td align=""right"" class=""linecount ""><pre></pre></td>
    <td align=""left"" class=""src ""><pre>                   const int flags)",2477,51,0,0.00
lighttpd1-gcov/src/mod_webdav.c,webdav_linktmp_rename,"webdav_linktmp_rename (const plugin_config * const pconf,</pre></td>
    </tr>

    <tr>
    <td align=""right"" class=""lineno""><pre>2606</pre></td>
    <td align=""right"" class=""linebranch""></td>
    <td align=""right"" class=""linecount ""><pre></pre></td>
    <td align=""left"" class=""src ""><pre>                       const buffer * const src,</pre></td>
    </tr>

    <tr>
    <td align=""right"" class=""lineno""><pre>2607</pre></td>
    <td align=""right"" class=""linebranch""></td>
    <td align=""right"" class=""linecount ""><pre></pre></td>
    <td align=""left"" class=""src ""><pre>                       const buffer * const dst)",2496,51,0,0.00
lighttpd1-gcov/src/mod_webdav.c,webdav_copytmp_rename,"webdav_copytmp_rename (const plugin_config * const pconf,</pre></td>
    </tr>

    <tr>
    <td align=""right"" class=""lineno""><pre>2643</pre></td>
    <td align=""right"" class=""linebranch""></td>
    <td align=""right"" class=""linecount ""><pre></pre></td>
    <td align=""left"" class=""src ""><pre>                       const physical_st * const src,</pre></td>
    </tr>

    <tr>
    <td align=""right"" class=""lineno""><pre>2644</pre></td>
    <td align=""right"" class=""linebranch""></td>
    <td align=""right"" class=""linecount ""><pre></pre></td>
    <td align=""left"" class=""src ""><pre>                       const physical_st * const dst,</pre></td>
    </tr>

    <tr>
    <td align=""right"" class=""lineno""><pre>2645</pre></td>
    <td align=""right"" class=""linebranch""></td>
    <td align=""right"" class=""linecount ""><pre></pre></td>
    <td align=""left"" class=""src ""><pre>                       int * const flags)",2608,51,0,0.00
lighttpd1-gcov/src/mod_webdav.c,webdav_copymove_file,"webdav_copymove_file (const plugin_config * const pconf,</pre></td>
    </tr>

    <tr>
    <td align=""right"" class=""lineno""><pre>2906</pre></td>
    <td align=""right"" class=""linebranch""></td>
    <td align=""right"" class=""linecount ""><pre></pre></td>
    <td align=""left"" class=""src ""><pre>                      const physical_st * const src,</pre></td>
    </tr>

    <tr>
    <td align=""right"" class=""lineno""><pre>2907</pre></td>
    <td align=""right"" class=""linebranch""></td>
    <td align=""right"" class=""linecount ""><pre></pre></td>
    <td align=""left"" class=""src ""><pre>                      const physical_st * const dst,</pre></td>
    </tr>

    <tr>
    <td align=""right"" class=""lineno""><pre>2908</pre></td>
    <td align=""right"" class=""linebranch""></td>
    <td align=""right"" class=""linecount ""><pre></pre></td>
    <td align=""left"" class=""src ""><pre>                      int * const flags)",2646,51,0,0.00
lighttpd1-gcov/src/mod_webdav.c,webdav_mkdir,"webdav_mkdir (const plugin_config * const pconf,</pre></td>
    </tr>

    <tr>
    <td align=""right"" class=""lineno""><pre>2981</pre></td>
    <td align=""right"" class=""linebranch""></td>
    <td align=""right"" class=""linecount ""><pre></pre></td>
    <td align=""left"" class=""src ""><pre>              const physical_st * const dst,</pre></td>
    </tr>

    <tr>
    <td align=""right"" class=""lineno""><pre>2982</pre></td>
    <td align=""right"" class=""linebranch""></td>
    <td align=""right"" class=""linecount ""><pre></pre></td>
    <td align=""left"" class=""src ""><pre>              const int overwrite)",2909,51,0,0.00
lighttpd1-gcov/src/mod_webdav.c,webdav_copymove_dir,"webdav_copymove_dir (const plugin_config * const pconf,</pre></td>
    </tr>

    <tr>
    <td align=""right"" class=""lineno""><pre>3042</pre></td>
    <td align=""right"" class=""linebranch""></td>
    <td align=""right"" class=""linecount ""><pre></pre></td>
    <td align=""left"" class=""src ""><pre>                     physical_st * const src,</pre></td>
    </tr>

    <tr>
    <td align=""right"" class=""lineno""><pre>3043</pre></td>
    <td align=""right"" class=""linebranch""></td>
    <td align=""right"" class=""linecount ""><pre></pre></td>
    <td align=""left"" class=""src ""><pre>                     physical_st * const dst,</pre></td>
    </tr>

    <tr>
    <td align=""right"" class=""lineno""><pre>3044</pre></td>
    <td align=""right"" class=""linebranch""></td>
    <td align=""right"" class=""linecount ""><pre></pre></td>
    <td align=""left"" class=""src ""><pre>                     request_st * const r,</pre></td>
    </tr>

    <tr>
    <td align=""right"" class=""lineno""><pre>3045</pre></td>
    <td align=""right"" class=""linebranch""></td>
    <td align=""right"" class=""linecount ""><pre></pre></td>
    <td align=""left"" class=""src ""><pre>                     int flags)",2983,51,0,0.00
lighttpd1-gcov/src/mod_webdav.c,webdav_propfind_live_props,"webdav_propfind_live_props (const webdav_propfind_bufs * const restrict pb,</pre></td>
    </tr>

    <tr>
    <td align=""right"" class=""lineno""><pre>3403</pre></td>
    <td align=""right"" class=""linebranch""></td>
    <td align=""right"" class=""linecount ""><pre></pre></td>
    <td align=""left"" class=""src ""><pre>                           const enum webdav_live_props_e pnum)",3046,51,0,0.00
lighttpd1-gcov/src/mod_webdav.c,webdav_propfind_lockdiscovery_cb,"webdav_propfind_lockdiscovery_cb (void * const vdata,</pre></td>
    </tr>

    <tr>
    <td align=""right"" class=""lineno""><pre>3579</pre></td>
    <td align=""right"" class=""linebranch""></td>
    <td align=""right"" class=""linecount ""><pre></pre></td>
    <td align=""left"" class=""src ""><pre>                                  const webdav_lockdata * const lockdata)",3404,51,0,0.00
lighttpd1-gcov/src/mod_webdav.c,webdav_propfind_resource_props,webdav_propfind_resource_props (const webdav_propfind_bufs * const restrict pb),3580,51,0,0.00
lighttpd1-gcov/src/mod_webdav.c,webdav_propfind_resource_propnames,"webdav_propfind_resource_propnames (const webdav_propfind_bufs *</pre></td>
    </tr>

    <tr>
    <td align=""right"" class=""lineno""><pre>3652</pre></td>
    <td align=""right"" class=""linebranch""></td>
    <td align=""right"" class=""linecount ""><pre></pre></td>
    <td align=""left"" class=""src ""><pre>                                      const restrict pb)",3588,51,0,0.00
lighttpd1-gcov/src/mod_webdav.c,webdav_propfind_resource_403,webdav_propfind_resource_403 (const webdav_propfind_bufs * const restrict pb),3653,51,0,0.00
lighttpd1-gcov/src/mod_webdav.c,webdav_propfind_resource,webdav_propfind_resource (const webdav_propfind_bufs * const restrict pb),3676,51,0,0.00
lighttpd1-gcov/src/mod_webdav.c,webdav_propfind_dir,webdav_propfind_dir (webdav_propfind_bufs * const restrict pb),3694,51,0,0.00
lighttpd1-gcov/src/mod_webdav.c,webdav_mmap_file_chunk,"webdav_mmap_file_chunk (chunk * const c, log_error_st * const errh)",3736,51,0,0.00
lighttpd1-gcov/src/mod_webdav.c,webdav_parse_chunkqueue,"webdav_parse_chunkqueue (request_st * const r,</pre></td>
    </tr>

    <tr>
    <td align=""right"" class=""lineno""><pre>3835</pre></td>
    <td align=""right"" class=""linebranch""></td>
    <td align=""right"" class=""linecount ""><pre></pre></td>
    <td align=""left"" class=""src ""><pre>                         const plugin_config * const pconf)",3813,51,0,0.00
lighttpd1-gcov/src/mod_webdav.c,webdav_lock_token_submitted_cb,"webdav_lock_token_submitted_cb (void * const vdata,</pre></td>
    </tr>

    <tr>
    <td align=""right"" class=""lineno""><pre>3942</pre></td>
    <td align=""right"" class=""linebranch""></td>
    <td align=""right"" class=""linecount ""><pre></pre></td>
    <td align=""left"" class=""src ""><pre>                                const webdav_lockdata * const lockdata)",3836,51,0,0.00
